"original_order","fishery_id","host_country","target_species","lon","lat","material_style_of_life","economic_dependence","food_dependence","habitat_susceptibility","overfishing","species_suceptibility","social_adaptive_capacity","social_sensitivity","ecological_exposure","ecological_sensitivity","ecological_recovery_potential","ecological_vulnerability","score"
61,44,"Mexico","Callo de hacha / Pen Shell",-112.210275,29.12829444,-0.036319612590799,0.00442802774593767,0,0.757575757575758,0,NA,0.0940613653644946,0.00221401387296883,0.763290785225076,NA,0.5,NA,NA
62,47,"Chile","Loco",-71.733970835,-33.2084,0,0.0193338910829631,0,0.848484848484849,1,0.482142857142857,0.329765558058768,0.00966694554148155,0.267239144282658,0.776875901875902,0.622093023255814,0.422022022902746,0.10192341038546
63,47,"Chile","Loco",-71.733970835,-33.2084,0,0.0193338910829631,0,0.848484848484849,1,0.482142857142857,0.334543335836546,0.00966694554148155,0.523285797132331,0.776875901875902,0.622093023255814,0.678068675752419,0.353192285457355
64,47,"Chile","Lapas",-71.733970835,-33.2084,0,0.0193338910829631,0,0.848484848484849,1,NA,0.334543335836546,0.00966694554148155,0.267239144282658,NA,0.622093023255814,NA,NA
65,48,"Fiji","Yellow-tailed emperor",178.3750361,-18.14734167,0,0.200209317125342,1,0.848484848484849,0,0.930357142857143,0.363531362867379,0.600104658562671,0.493839644925281,0.59294733044733,0.122093023255814,0.964693952116798,1.20126724781209
66,48,"Fiji","Blackspot emperor",178.3750361,-18.14734167,0,0.200209317125342,1,0.848484848484849,0,0.875,0.357975807311823,0.600104658562671,0.493839644925281,0.57449494949495,0.122093023255814,0.946241571164417,1.18837042241526
67,48,"Fiji","Cake urchin",178.3750361,-18.14734167,0,0.200209317125342,1,0.848484848484849,0,NA,0.357975807311823,0.600104658562671,0.493839644925281,NA,0.122093023255814,NA,NA
68,49,"Mexico","Caribbean spiny lobster",-87.46763333,19.66076111,-0.036319612590799,0.00442802774593767,0,0.575757575757576,0,0.732142857142857,0.247505809808939,0.00221401387296883,0.336541593066067,0.435966810966811,0.540697674418605,0.231810729614273,-0.0134810663216971
75,50,"Brazil","Oyster",-47.93465556,-25.05313056,-0.0944309927360775,0.00152724411450696,0,0.727272727272727,0,0.517857142857143,NA,0.000763622057253482,0.461972451683905,0.41504329004329,0.122093023255814,0.754922718471381,NA
76,51,"Brazil","Sardinella",-42.04326944,-22.99788333,-0.0944309927360775,0.00152724411450696,0,0.151515151515152,0,0.303571428571429,0.310619018370289,0.000763622057253482,0.705519485039959,0.151695526695527,0.75,0.107215011735486,-0.20264038457755
77,51,"Brazil","Little Tuna",-42.04326944,-22.99788333,-0.0944309927360775,0.00152724411450696,0,0.575757575757576,0,0.726190476190476,0.249507907259178,0.000763622057253482,0.705519485039959,0.433982683982684,0.540697674418605,0.598804494604039,0.350060209402114
78,51,"Brazil","Chub Mackerel",-42.04326944,-22.99788333,-0.0944309927360775,0.00152724411450696,0,0.757575757575758,0,0.0714285714285714,0.282841240592511,0.000763622057253482,0.705519485039959,0.276334776334776,0.581395348837209,0.400458912537526,0.118381294002268
79,52,"Mexico","Brown shrimp",-107.4297139,24.74225556,-0.036319612590799,0.00442802774593767,0,0.848484848484849,0,0.247448979591837,0.280394698697828,0.00221401387296883,NA,0.365311276025562,0.75,NA,NA
80,52,"Mexico","Blue Shrimp",-107.4297139,24.74225556,-0.036319612590799,0.00442802774593767,0,0.848484848484849,0,0.441964285714286,0.274839143142272,0.00221401387296883,NA,0.430149711399711,0.75,NA,NA
84,53,"Korea, South","Topshell",126.4685639,33.38173889,0,0.0131197864648934,0,0.575757575757576,1,NA,0.213726949325613,0.00655989323244668,0.876057094290692,NA,0.540697674418605,NA,NA
85,53,"Korea, South","Abalone",126.4685639,33.38173889,0,0.0131197864648934,0,0.575757575757576,1,0.665178571428571,0.219282504881169,0.00655989323244668,0.876057094290692,0.746978715728716,0.540697674418605,1.0823381356008,0.869615523952081
86,54,"Papua New Guinea","Acanthuridae",147.1024139,-1.94155,0,0.389508405074771,1,0.848484848484849,0,NA,NA,0.694754202537385,0.517327023961006,NA,0.122093023255814,NA,NA
87,54,"Papua New Guinea","Mulllidae (goatfish)",147.1024139,-1.94155,0,0.389508405074771,1,0.151515151515152,0,NA,NA,0.694754202537385,0.517327023961006,NA,0.25,NA,NA
88,55,"Argentina","Tehuelche scallop",-64.37145278,-42.32723889,-0.026634382566586,0.0252097904939207,0,NA,1,0.535714285714286,0.190751740578362,0.0126048952469604,0.254884880388684,NA,NA,NA,NA
90,57,"Ecuador","mangrove cockle",-80.26080556,-3.353244444,-0.0217917675544794,0.0199193563583002,0,0.727272727272727,0,0.464285714285714,0.163064325032218,0.0099596781791501,0.641718494806693,0.397186147186147,0.122093023255814,0.916811618737027,0.763706971883959
91,58,"Oman","King fish",57.22655556,24.10849167,0,0.00759501602668273,1,0.878787878787879,0,0.716071428571429,NA,0.503797508013341,0.495944580283301,0.531619769119769,0.0813953488372093,0.946169000565861,NA
92,59,"Belize","Carribean Spiny Lobster",-88.00450556,17.76240278,-0.0581113801452785,0.148122271953269,0,0.636363636363636,0,NA,NA,0.0740611359766344,0.443286273341833,NA,0.168604651162791,NA,NA
93,59,"Belize","Queen Conch",-88.00450556,17.76240278,-0.0581113801452785,0.148122271953269,0,0.636363636363636,0,NA,NA,0.0740611359766344,0.443286273341833,NA,0.168604651162791,NA,NA
94,60,"India","Kadal Shrimp",76.23929722,10.014325,-0.716707021791768,0.00607637354558365,0,0.151515151515152,0,0.571428571428571,NA,0.00303818677279182,0.471829988365153,0.240981240981241,0.25,0.462811229346394,NA
95,60,"India","Speckled Shrimp",76.23929722,10.014325,-0.716707021791768,0.00607637354558365,0,0.151515151515152,0,0.571428571428571,NA,0.00303818677279182,0.471829988365153,0.240981240981241,0.25,0.462811229346394,NA
96,60,"India","Indian White Prawn",76.23929722,10.014325,-0.716707021791768,0.00607637354558365,0,0.151515151515152,0,NA,NA,0.00303818677279182,0.471829988365153,NA,0.25,NA,NA
97,61,"St. Lucia","white-spined sea urchin",-60.958725,13.72224444,0,0.0106157175118913,0,0.636363636363636,1,NA,NA,0.00530785875594566,0.536181076241545,NA,0.668604651162791,NA,NA
100,63,"Russia","",149.36585,52.87361944,-0.0121065375302663,0.00681395295254789,0,NA,0,NA,NA,0.00340697647627394,0.822786011729282,NA,NA,NA,NA
106,66,"India","Black Clam",76.25805,9.973666667,-0.716707021791768,0.00607637354558365,1,0.727272727272727,0,NA,0.122084029807468,0.503038186772792,0.471829988365153,NA,0.622093023255814,NA,NA
109,68,"Cote d'Ivoire","Bonga",-3.183919444,5.151141667,-0.774818401937046,0.00865835237525531,0,NA,0,0.625,0.0197651331719128,0.00432917618762766,0.557715380880834,NA,0.0813953488372093,NA,NA
110,69,"Netherlands","Dover Sole",3.815475,53.04483333,0,0.00104547721950688,0,0.151515151515152,0,0.339285714285714,0.325958711365612,0.000522738609753442,0.356854272557108,0.163600288600289,0.75,-0.229545438842604,-0.554981411598463
111,69,"Netherlands","Plaice",3.815475,53.04483333,0,0.00104547721950688,0,0.151515151515152,0,0.375,0.331514266921168,0.000522738609753442,0.356854272557108,0.17550505050505,0.75,-0.217640676937842,-0.548632205249256
115,71,"Canada","Snow Crab",-63.89248611,43.83302778,0,0.00680553823988124,0,0.757575757575758,0,0.178571428571429,0.300887689099867,0.00340276911994062,0.807367047910556,0.312049062049062,0.581395348837209,0.538020761122409,0.240535841142483
